                                                        Base Names                                                        
+------------------------------------------------------------------------------------------------------------------------+
| dec  | sex   | doz  | hex | nif | occ | name                              | base                                | abbv |
| 1551 | 11103 | E93  | 60F | 173 | OF  | trilevunbinbieleven               | trilevunbinbielevenary              | TLB  |
| 1552 | 11104 | E94  | 610 | 174 | OG  | tesserunoctodozen                 | tesserunoctodozenal                 | TSSC |
| 1553 | 11105 | E95  | 611 | 175 | OH  | untesserunoctodozen               | untesserunoctodozenal               | USD  |
| 1554 | 11110 | E96  | 612 | 176 | OI  | henfetasnahexasept                | henfetasnahexaseptimal              | HFH  |
| 1555 | 11111 | E97  | 613 | 177 | OJ  | pentundecunpentasex               | pentundecunpentaseximal             | PCP  |
| 1556 | 11112 | E98  | 614 | 178 | OK  | tetruntetrunoctodozen             | tetruntetrunoctodozenal             | TTTT |
| 1557 | 11113 | E99  | 615 | 179 | OL  | ennuntetrunhexasept               | ennuntetrunhexaseptimal             | ETH  |
| 1558 | 11114 | E9E  | 616 | 17A | OM  | bihentrihexasnunpentoct           | bihentrihexasnunpentoctal           | BIHN |
| 1559 | 11115 | E9X  | 617 | 17B | ON  | unbihentrihexasnunpentoct         | unbihentrihexasnunpentoctal         | UBHN |
| 1560 | 11120 | EE0  | 618 | 17C | OO  | icosihexaker's dozen              | icosihexaker's dozenal              | ISX  |
| 1561 | 11121 | EE1  | 619 | 17D | OP  | heptunhexunnift                   | heptunhexunniftimal                 | HTNH |
| 1562 | 11122 | EE2  | 61A | 17E | OQ  | bilevunheptages                   | bilevunheptagesimal                 | BLG  |
| 1563 | 11123 | EE3  | 61B | 17F | OR  | trinicosibiker's dozen            | trinicosibiker's dozenal            | TCK  |
| 1564 | 11124 | EE4  | 61C | 17G | OS  | henbilevasnatetrasubopt           | henbilevasnatetrasuboptimal         | HENV |
| 1565 | 11125 | EE5  | 61D | 17H | OT  | pentunbakertetrasex               | pentunbakertetraseximal             | PBK  |
| 1566 | 11130 | EE6  | 61E | 17I | OU  | hentetraheptasnahexanon           | hentetraheptasnahexanonary          | HTRP |
| 1567 | 11131 | EE7  | 61F | 17J | OV  | unhentetraheptasnahexanon         | unhentetraheptasnahexanonary        | UNHT |
| 1568 | 11132 | EE8  | 620 | 17K | OW  | tetroctoheptasept                 | tetroctoheptaseptimal               | TECT |
| 1569 | 11133 | EE9  | 621 | 17L | OX  | trintrihexuntetrasept             | trintrihexuntetraseptimal           | TRIR |
| 1570 | 11134 | EEE  | 622 | 17M | OY  | decundozaker's dozen              | decundozaker's dozenal              | DEZ  |
| 1571 | 11135 | EEX  | 623 | 17N | OZ  | undecundozaker's dozen            | undecundozaker's dozenal            | UCZ  |
| 1572 | 11140 | EX0  | 624 | 17O | Oa  | dozundecaker's dozen              | dozundecaker's dozenal              | DZK  |
| 1573 | 11141 | EX1  | 625 | 17P | Ob  | bakerleveleven                    | bakerlevelevenary                   | BVV  |
| 1574 | 11142 | EX2  | 626 | 17Q | Oc  | binhexundecaker's dozen           | binhexundecaker's dozenal           | BDK  |
| 1575 | 11143 | EX3  | 627 | 17R | Od  | pentaheptapentanon                | pentaheptapentanonary               | PENH |
| 1576 | 11144 | EX4  | 628 | 17S | Oe  | octunheptatetrasept               | octunheptatetraseptimal             | OPT  |
| 1577 | 11145 | EX5  | 629 | 17T | Of  | hentrihexasnunbinpentoct          | hentrihexasnunbinpentoctal          | HNRX |
| 1578 | 11150 | EX6  | 62A | 17U | Og  | hexunbindecaker's dozen           | hexunbindecaker's dozenal           | HBD  |
| 1579 | 11151 | EX7  | 62B | 17V | Oh  | unhexunbindecaker's dozen         | unhexunbindecaker's dozenal         | UDK  |
| 1580 | 11152 | EX8  | 62C | 17W | Oi  | icosinhexaker's dozen             | icosinhexaker's dozenal             | INX  |
| 1581 | 11153 | EX9  | 62D | 17X | Oj  | henpentahexasnatrisubopt          | henpentahexasnatrisuboptimal        | HEHX |
| 1582 | 11154 | EXE  | 62E | 17Y | Ok  | biheptunheptahex                  | biheptunheptahex                    | BHPT |
| 1583 | 11155 | EXX  | 62F | 17Z | Ol  | unbiheptunheptahex                | unbiheptunheptahex                  | UNBP |
| 1584 | 11200 | X00  | 630 | 180 | Om  | fetatetreleven                    | fetatetrelevenary                   | FER  |
| 1585 | 11201 | X01  | 631 | 181 | On  | pentuntetrunhexaker's dozen       | pentuntetrunhexaker's dozenal       | PRK  |
| 1586 | 11202 | X02  | 632 | 182 | Oo  | bibakerunhexages                  | bibakerunhexagesimal                | BBG  |
| 1587 | 11203 | X03  | 633 | 183 | Op  | henbilevasnatrinbieleven          | henbilevasnatrinbielevenary         | HEBV |
| 1588 | 11204 | X04  | 634 | 184 | Oq  | tetrunlevanift                    | tetrunlevaniftimal                  | TLM  |
| 1589 | 11205 | X05  | 635 | 185 | Or  | heptunbinheptahex                 | heptunbinheptahex                   | HEPB |
| 1590 | 11210 | X06  | 636 | 186 | Os  | pentahexuntetraker's dozen        | pentahexuntetraker's dozenal        | PXK  |
| 1591 | 11211 | X07  | 637 | 187 | Ot  | henfetasnunhexasept               | henfetasnunhexaseptimal             | HFX  |
| 1592 | 11212 | X08  | 638 | 188 | Ou  | octunlevatrisex                   | octunlevatriseximal                 | OTL  |
| 1593 | 11213 | X09  | 639 | 189 | Ov  | triennunbintetrasept              | triennunbintetraseptimal            | TNNB |
| 1594 | 11214 | X0E  | 63A | 18A | Ow  | bintetrunlevatrisex               | bintetrunlevatriseximal             | BLM  |
| 1595 | 11215 | X0X  | 63B | 18B | Ox  | hentetraheptasnapenteleven        | hentetraheptasnapentelevenary       | HEHP |
| 1596 | 11220 | X10  | 63C | 18C | Oy  | hentrihexasnaheptadozen           | hentrihexasnaheptadozenal           | HRZ  |
| 1597 | 11221 | X11  | 63D | 18D | Oz  | unhentrihexasnaheptadozen         | unhentrihexasnaheptadozenal         | UPD  |
| 1598 | 11222 | X12  | 63E | 18E | O-  | bimalunbinbieleven                | bimalunbinbielevenary               | BMB  |
| 1599 | 11223 | X13  | 63F | 18F | O_  | tribakerunpentoct                 | tribakerunpentoctal                 | TKP  |
| 1600 | 11224 | X14  | 640 | 18G | P0  | tessercent                        | tessercentesimal                    | TSRC |
| 1601 | 11225 | X15  | 641 | 18H | P1  | untessercent                      | untessercentesimal                  | UNTS |
| 1602 | 11230 | X16  | 642 | 18I | P2  | trihexunocteleven                 | trihexunoctelevenary                | TIXN |
| 1603 | 11231 | X17  | 643 | 18J | P3  | heptundozuntrisex                 | heptundozuntriseximal               | HZN  |
| 1604 | 11232 | X18  | 644 | 18K | P4  | tetrunicosiviges                  | tetrunicosivigesimal                | TCG  |
| 1605 | 11233 | X19  | 645 | 18L | P5  | tripentunbintetraker's dozen      | tripentunbintetraker's dozenal      | TBZ  |
| 1606 | 11234 | X1E  | 646 | 18M | P6  | bilevunoctonon                    | bilevunoctononary                   | BLC  |
| 1607 | 11235 | X1X  | 647 | 18N | P7  | unbilevunoctonon                  | unbilevunoctononary                 | ULC  |
| 1608 | 11240 | X20  | 648 | 18O | P8  | tetrahexunhexeleven               | tetrahexunhexelevenary              | TEHX |
| 1609 | 11241 | X21  | 649 | 18P | P9  | untetrahexunhexeleven             | untetrahexunhexelevenary            | URV  |
| 1610 | 11242 | X22  | 64A | 18Q | PA  | henbilevasnaheptages              | henbilevasnaheptagesimal            | HNBV |
| 1611 | 11243 | X23  | 64B | 18R | PB  | ennunbinocteleven                 | ennunbinoctelevenary                | EBC  |
| 1612 | 11244 | X24  | 64C | 18S | PC  | henpentahexasnatetraker's dozen   | henpentahexasnatetraker's dozenal   | HHZ  |
| 1613 | 11245 | X25  | 64D | 18T | PD  | unhenpentahexasnatetraker's dozen | unhenpentahexasnatetraker's dozenal | USK  |
| 1614 | 11250 | X26  | 64E | 18U | PE  | hexuntetrunhexeleven              | hexuntetrunhexelevenary             | HXTT |
| 1615 | 11251 | X27  | 64F | 18V | PF  | hentrihexasnapentasubopt          | hentrihexasnapentasuboptimal        | HTRX |
| 1616 | 11252 | X28  | 650 | 18W | PG  | tesseruncent                      | tesseruncentesimal                  | TENC |
| 1617 | 11253 | X29  | 651 | 18X | PH  | trilevaheptasept                  | trilevaheptaseptimal                | TLS  |
| 1618 | 11254 | X2E  | 652 | 18Y | PI  | binoctuncent                      | binoctuncentesimal                  | BICT |
| 1619 | 11255 | X2X  | 653 | 18Z | PJ  | unbinoctuncent                    | unbinoctuncentesimal                | UNNC |
| 1620 | 11300 | X30  | 654 | 190 | PK  | fetapentanon                      | fetapentanonary                     | FTP  |
| 1621 | 11301 | X31  | 655 | 191 | PL  | unfetapentanon                    | unfetapentanonary                   | UFP  |
| 1622 | 11302 | X32  | 656 | 192 | PM  | bindecennanon                     | bindecennanonary                    | BIDC |
| 1623 | 11303 | X33  | 657 | 193 | PN  | trinicositrinon                   | trinicositrinonary                  | TINC |
| 1624 | 11304 | X34  | 658 | 194 | PO  | hentetraheptasnaheptoct           | hentetraheptasnaheptoctal           | HNHP |
| 1625 | 11305 | X35  | 659 | 195 | PP  | pentapentapentaker's dozen        | pentapentapentaker's dozenal        | PPK  |
| 1626 | 11310 | X36  | 65A | 196 | PQ  | hexundecatrinon                   | hexundecatrinonary                  | HEXD |
| 1627 | 11311 | X37  | 65B | 197 | PR  | unhexundecatrinon                 | unhexundecatrinonary                | UHXN |
| 1628 | 11312 | X38  | 65C | 198 | PS  | henfetasnatetreleven              | henfetasnatetrelevenary             | HFL  |
| 1629 | 11313 | X39  | 65D | 199 | PT  | ennunennaviges                    | ennunennavigesimal                  | EVG  |
| 1630 | 11314 | X3E  | 65E | 19A | PU  | decunennatrisex                   | decunennatriseximal                 | DRS  |
| 1631 | 11315 | X3X  | 65F | 19B | PV  | heptunoctuntetrasept              | heptunoctuntetraseptimal            | HEPC |
| 1632 | 11320 | X40  | 660 | 19C | PW  | maloctodozen                      | maloctodozenal                      | MLD  |
| 1633 | 11321 | X41  | 661 | 19D | PX  | henbilevasnunheptages             | henbilevasnunheptagesimal           | HELV |
| 1634 | 11322 | X42  | 662 | 19E | PY  | bihentrihexasnunhexasept          | bihentrihexasnunhexaseptimal        | BHNT |
| 1635 | 11323 | X43  | 663 | 19F | PZ  | tripentunennadozen                | tripentunennadozenal                | TITN |
| 1636 | 11324 | X44  | 664 | 19G | Pa  | tetrunmaltetrasex                 | tetrunmaltetraseximal               | TMS  |
| 1637 | 11325 | X45  | 665 | 19H | Pb  | untetrunmaltetrasex               | untetrunmaltetraseximal             | UMR  |
| 1638 | 11330 | X46  | 666 | 19I | Pc  | tribakerhexasept                  | tribakerhexaseptimal                | TKH  |
| 1639 | 11331 | X47  | 667 | 19J | Pd  | levuntetrunnift                   | levuntetrunniftimal                 | LRN  |
| 1640 | 11332 | X48  | 668 | 19K | Pe  | pentoctunpentoct                  | pentoctunpentoctal                  | PCC  |
| 1641 | 11333 | X49  | 669 | 19L | Pf  | trinbakerhexasept                 | trinbakerhexaseptimal               | TKX  |
| 1642 | 11334 | X4E  | 66A | 19M | Pg  | binicosinpentoct                  | binicosinpentoctal                  | BINS |
| 1643 | 11335 | X4X  | 66B | 19N | Ph  | henpentahexasnuntetraker's dozen  | henpentahexasnuntetraker's dozenal  | HSZ  |
| 1644 | 11340 | X50  | 66C | 19O | Pi  | dozunoctosubopt                   | dozunoctosuboptimal                 | DSB  |
| 1645 | 11341 | X51  | 66D | 19P | Pj  | pentaheptunbinbieleven            | pentaheptunbinbielevenary           | PHL  |
| 1646 | 11342 | X52  | 66E | 19Q | Pk  | binhexunoctosubopt                | binhexunoctosuboptimal              | BINX |
| 1647 | 11343 | X53  | 66F | 19R | Pl  | triennunhexages                   | triennunhexagesimal                 | TRIG |
| 1648 | 11344 | X54  | 670 | 19S | Pm  | tesserunhexasubopt                | tesserunhexasuboptimal              | TSSH |
| 1649 | 11345 | X55  | 671 | 19T | Pn  | malunoctodozen                    | malunoctodozenal                    | MND  |
| 1650 | 11350 | X56  | 672 | 19U | Po  | trilevapentages                   | trilevapentagesimal                 | TLG  |
| 1651 | 11351 | X57  | 673 | 19V | Pp  | bakerunennabisept                 | bakerunennabiseptimal               | BANN |
| 1652 | 11352 | X58  | 674 | 19W | Pq  | tetraheptunbintetrasept           | tetraheptunbintetraseptimal         | TTHT |
| 1653 | 11353 | X59  | 675 | 19X | Pr  | hentetraheptasnatrintrisex        | hentetraheptasnatrintriseximal      | HTHP |
| 1654 | 11354 | X5E  | 676 | 19Y | Ps  | binbiheptunbintetrasept           | binbiheptunbintetraseptimal         | BIBH |
| 1655 | 11355 | X5X  | 677 | 19Z | Pt  | pentunlevapentasex                | pentunlevapentaseximal              | PTV  |
| 1656 | 11400 | X60  | 678 | 1A0 | Pu  | fetabinbieleven                   | fetabinbielevenary                  | FTB  |
| 1657 | 11401 | X61  | 679 | 1A1 | Pv  | unfetabinbieleven                 | unfetabinbielevenary                | UFB  |
| 1658 | 11402 | X62  | 67A | 1A2 | Pw  | binhenbilevasnanift               | binhenbilevasnaniftimal             | BVM  |
| 1659 | 11403 | X63  | 67B | 1A3 | Px  | triheptunhexaker's dozen          | triheptunhexaker's dozenal          | TXZ  |
| 1660 | 11404 | X64  | 67C | 1A4 | Py  | icosinbinpentoct                  | icosinbinpentoctal                  | IBP  |
| 1661 | 11405 | X65  | 67D | 1A5 | Pz  | levundecatriquin                  | levundecatriquinary                 | LDT  |
| 1662 | 11410 | X66  | 67E | 1A6 | P-  | hexundozunbieleven                | hexundozunbielevenary               | HDB  |
| 1663 | 11411 | X67  | 67F | 1A7 | P_  | unhexundozunbieleven              | unhexundozunbielevenary             | UXZ  |
| 1664 | 11412 | X68  | 680 | 1A8 | Q0  | tesseroctoker's dozen             | tesseroctoker's dozenal             | TEST |
| 1665 | 11413 | X69  | 681 | 1A9 | Q1  | henfetasnapentanon                | henfetasnapentanonary               | HENF |
| 1666 | 11414 | X6E  | 682 | 1AA | Q2  | bimalheptasept                    | bimalheptaseptimal                  | BMS  |
| 1667 | 11415 | X6X  | 683 | 1AB | Q3  | unbimalheptasept                  | unbimalheptaseptimal                | UMS  |
| 1668 | 11420 | X70  | 684 | 1AC | Q4  | dozunhexunbieleven                | dozunhexunbielevenary               | DXN  |
| 1669 | 11421 | X71  | 685 | 1AD | Q5  | undozunhexunbieleven              | undozunhexunbielevenary             | UZV  |
| 1670 | 11422 | X72  | 686 | 1AE | Q6  | decunbinbinpentoct                | decunbinbinpentoctal                | DBB  |
| 1671 | 11423 | X73  | 687 | 1AF | Q7  | trintetrunhexunbieleven           | trintetrunhexunbielevenary          | TITT |
| 1672 | 11424 | X74  | 688 | 1AG | Q8  | hentrihexasnocteleven             | hentrihexasnoctelevenary            | HNHX |
| 1673 | 11425 | X75  | 689 | 1AH | Q9  | heptunbiheptasubopt               | heptunbiheptasuboptimal             | HETB |
| 1674 | 11430 | X76  | 68A | 1AI | QA  | henpentahexasnahexanon            | henpentahexasnahexanonary           | HPHX |
| 1675 | 11431 | X77  | 68B | 1AJ | QB  | pentapentunhexeleven              | pentapentunhexelevenary             | PPL  |
| 1676 | 11432 | X78  | 68C | 1AK | QC  | tetrunhentrihexasnabieleven       | tetrunhentrihexasnabielevenary      | TTNH |
| 1677 | 11433 | X79  | 68D | 1AL | QD  | tribakerunhexasept                | tribakerunhexaseptimal              | TKM  |
| 1678 | 11434 | X7E  | 68E | 1AM | QE  | binbinhentrihexasnabieleven       | binbinhentrihexasnabielevenary      | BXV  |
| 1679 | 11435 | X7X  | 68F | 1AN | QF  | henbilevasnunoctonon              | henbilevasnunoctononary             | HNLV |
| 1680 | 11440 | X80  | 690 | 1AO | QG  | icosiheptadozen                   | icosiheptadozenal                   | IPT  |
| 1681 | 11441 | X81  | 691 | 1AP | QH  | henpentoctosnunpentoct            | henpentoctosnunpentoctal            | HENC |
| 1682 | 11442 | X82  | 692 | 1AQ | QI  | hentetraheptasnabintetrasept      | hentetraheptasnabintetraseptimal    | HRHP |
| 1683 | 11443 | X83  | 693 | 1AR | QJ  | malenneleven                      | malennelevenary                     | MNL  |
| 1684 | 11444 | X84  | 694 | 1AS | QK  | tetrunicositrisept                | tetrunicositriseptimal              | TTNC |
| 1685 | 11445 | X85  | 695 | 1AT | QL  | pentuntessertrisept               | pentuntessertriseptimal             | PSR  |
| 1686 | 11450 | X86  | 696 | 1AU | QM  | hexunbiheptaviges                 | hexunbiheptavigesimal               | HXBH |
| 1687 | 11451 | X87  | 697 | 1AV | QN  | heptundozaviges                   | heptundozavigesimal                 | HDV  |
| 1688 | 11452 | X88  | 698 | 1AW | QO  | octundecatrisept                  | octundecatriseptimal                | ODR  |
| 1689 | 11453 | X89  | 699 | 1AX | QP  | trinbinbiheptaviges               | trinbinbiheptavigesimal             | TBG  |
| 1690 | 11454 | X8E  | 69A | 1AY | QQ  | bakerdecaker's dozen              | bakerdecaker's dozenal              | BDD  |
| 1691 | 11455 | X8X  | 69B | 1AZ | QR  | hentrihexasnunocteleven           | hentrihexasnunoctelevenary          | HTHX |
| 1692 | 11500 | X90  | 69C | 1B0 | QS  | fetunbinbieleven                  | fetunbinbielevenary                 | FNB  |
| 1693 | 11501 | X91  | 69D | 1B1 | QT  | unfetunbinbieleven                | unfetunbinbielevenary               | UFL  |
| 1694 | 11502 | X92  | 69E | 1B2 | QU  | bilevahepteleven                  | bilevaheptelevenary                 | BILV |
| 1695 | 11503 | X93  | 69F | 1B3 | QV  | tripentunheptahex                 | tripentunheptahex                   | TPTN |
| 1696 | 11504 | X94  | 6A0 | 1B4 | QW  | tetroctuntetraker's dozen         | tetroctuntetraker's dozenal         | TTCT |
| 1697 | 11505 | X95  | 6A1 | 1B5 | QX  | untetroctuntetraker's dozen       | untetroctuntetraker's dozenal       | UCK  |
| 1698 | 11510 | X96  | 6A2 | 1B6 | QY  | hexunhexunbinbieleven             | hexunhexunbinbielevenary            | HEXX |
| 1699 | 11511 | X97  | 6A3 | 1B7 | QZ  | unhexunhexunbinbieleven           | unhexunhexunbinbielevenary          | ULR  |
| 1700 | 11512 | X98  | 6A4 | 1B8 | Qa  | malcent                           | malcentesimal                       | MCN  |
| 1701 | 11513 | X99  | 6A5 | 1B9 | Qb  | triennaheptanon                   | triennaheptanonary                  | TNHP |
| 1702 | 11514 | X9E  | 6A6 | 1BA | Qc  | henfetasnabinbieleven             | henfetasnabinbielevenary            | HFB  |
| 1703 | 11515 | X9X  | 6A7 | 1BB | Qd  | bakerundecaker's dozen            | bakerundecaker's dozenal            | BCZ  |
| 1704 | 11520 | XE0  | 6A8 | 1BC | Qe  | tetrahexunheptages                | tetrahexunheptagesimal              | TTHX |
| 1705 | 11521 | XE1  | 6A9 | 1BD | Qf  | henpentahexasnapenteleven         | henpentahexasnapentelevenary        | HENS |
| 1706 | 11522 | XE2  | 6AA | 1BE | Qg  | bindozunheptages                  | bindozunheptagesimal                | BDG  |
| 1707 | 11523 | XE3  | 6AB | 1BF | Qh  | trinoctunheptages                 | trinoctunheptagesimal               | TRCT |
| 1708 | 11524 | XE4  | 6AC | 1BG | Qi  | tetraheptunhexages                | tetraheptunhexagesimal              | TEPT |
| 1709 | 11525 | XE5  | 6AD | 1BH | Qj  | untetraheptunhexages              | untetraheptunhexagesimal            | UXG  |
| 1710 | 11530 | XE6  | 6AE | 1BI | Qk  | hentrihexasnennages               | hentrihexasnennagesimal             | HRHX |
| 1711 | 11531 | XE7  | 6AF | 1BJ | Ql  | hentetraheptasnunbintetrasept     | hentetraheptasnunbintetraseptimal   | HTTT |
| 1712 | 11532 | XE8  | 6B0 | 1BK | Qm  | tesserunbintetraker's dozen       | tesserunbintetraker's dozenal       | TESB |
| 1713 | 11533 | XE9  | 6B1 | 1BL | Qn  | trinhentrihexasnapentasex         | trinhentrihexasnapentaseximal       | TNHN |
| 1714 | 11534 | XEE  | 6B2 | 1BM | Qo  | binoctunbintetraker's dozen       | binoctunbintetraker's dozenal       | BSZ  |
| 1715 | 11535 | XEX  | 6B3 | 1BN | Qp  | pentaheptaheptasept               | pentaheptaheptaseptimal             | PST  |
| 1716 | 11540 | XX0  | 6B4 | 1BO | Qq  | bakerlevadozen                    | bakerlevadozenal                    | BLD  |
| 1717 | 11541 | XX1  | 6B5 | 1BP | Qr  | maluncent                         | maluncentesimal                     | MCS  |
| 1718 | 11542 | XX2  | 6B6 | 1BQ | Qs  | binbakerhexeleven                 | binbakerhexelevenary                | BINK |
| 1719 | 11543 | XX3  | 6B7 | 1BR | Qt  | ennundecuntrisex                  | ennundecuntriseximal                | EDN  |
| 1720 | 11544 | XX4  | 6B8 | 1BS | Qu  | pentoctunhexasept                 | pentoctunhexaseptimal               | PCH  |
| 1721 | 11545 | XX5  | 6B9 | 1BT | Qv  | unpentoctunhexasept               | unpentoctunhexaseptimal             | UNNT |
| 1722 | 11550 | XX6  | 6BA | 1BU | Qw  | henpentoctosnahexasept            | henpentoctosnahexaseptimal          | HCH  |
| 1723 | 11551 | XX7  | 6BB | 1BV | Qx  | unhenpentoctosnahexasept          | unhenpentoctosnahexaseptimal        | UNNP |
| 1724 | 11552 | XX8  | 6BC | 1BW | Qy  | tetrundecunhexasept               | tetrundecunhexaseptimal             | TERD |
| 1725 | 11553 | XX9  | 6BD | 1BX | Qz  | pentapentatrinbieleven            | pentapentatrinbielevenary           | PRL  |
| 1726 | 11554 | XXE  | 6BE | 1BY | Q-  | binbindecunhexasept               | binbindecunhexaseptimal             | BDX  |
| 1727 | 11555 | XXX  | 6BF | 1BZ | Q_  | levundozaker's dozen              | levundozaker's dozenal              | LEZ  |
| 1728 | 12000 | 1000 | 6C0 | 1C0 | R0  | fetahexoct                        | fetahexoctal                        | FEX  |
| 1729 | 12001 | 1001 | 6C1 | 1C1 | R1  | hentrihexasnaheptaker's dozen     | hentrihexasnaheptaker's dozenal     | HKZ  |
| 1730 | 12002 | 1002 | 6C2 | 1C2 | R2  | decuntetrunhexasept               | decuntetrunhexaseptimal             | DTN  |
| 1731 | 12003 | 1003 | 6C3 | 1C3 | R3  | trintessernift                    | trintesserniftimal                  | TRIS |
| 1732 | 12004 | 1004 | 6C4 | 1C4 | R4  | tetrundozanift                    | tetrundozaniftimal                  | TZF  |
| 1733 | 12005 | 1005 | 6C5 | 1C5 | R5  | untetrundozanift                  | untetrundozaniftimal                | URZ  |
| 1734 | 12010 | 1006 | 6C6 | 1C6 | R6  | malhexasubopt                     | malhexasuboptimal                   | MHS  |
| 1735 | 12011 | 1007 | 6C7 | 1C7 | R7  | pentunbintetrunhexasept           | pentunbintetrunhexaseptimal         | PBX  |
| 1736 | 12012 | 1008 | 6C8 | 1C8 | R8  | henpentahexasnaheptoct            | henpentahexasnaheptoctal            | HEPS |
| 1737 | 12013 | 1009 | 6C9 | 1C9 | R9  | ennundozahex                      | ennundozahex                        | EDH  |
| 1738 | 12014 | 100E | 6CA | 1CA | RA  | bilevunhexaker's dozen            | bilevunhexaker's dozenal            | BLK  |
| 1739 | 12015 | 100X | 6CB | 1CB | RB  | henfetasnunbinbieleven            | henfetasnunbinbielevenary           | HFV  |
| 1740 | 12020 | 1010 | 6CC | 1CC | RC  | hentetraheptasnahexages           | hentetraheptasnahexagesimal         | HERT |
| 1741 | 12021 | 1011 | 6CD | 1CD | RD  | unhentetraheptasnahexages         | unhentetraheptasnahexagesimal       | USG  |
| 1742 | 12022 | 1012 | 6CE | 1CE | RE  | bibakerunhexeleven                | bibakerunhexelevenary               | BIKR |
| 1743 | 12023 | 1013 | 6CF | 1CF | RF  | triheptunbinpentoct               | triheptunbinpentoctal               | THPN |
| 1744 | 12024 | 1014 | 6D0 | 1CG | RG  | tesserunennadozen                 | tesserunennadozenal                 | TSNN |
| 1745 | 12025 | 1015 | 6D1 | 1CH | RH  | pentundozuntetrasept              | pentundozuntetraseptimal            | PZN  |
| 1746 | 12030 | 1016 | 6D2 | 1CI | RI  | trihexunoctodozen                 | trihexunoctodozenal                 | THXN |
| 1747 | 12031 | 1017 | 6D3 | 1CJ | RJ  | untrihexunoctodozen               | untrihexunoctodozenal               | UNTH |
| 1748 | 12032 | 1018 | 6D4 | 1CK | RK  | henbilevasnatetruntrisex          | henbilevasnatetruntriseximal        | HBLV |
| 1749 | 12033 | 1019 | 6D5 | 1CL | RL  | trilevuntetraker's dozen          | trilevuntetraker's dozenal          | TLK  |
| 1750 | 12034 | 101E | 6D6 | 1CM | RM  | pentaheptapentages                | pentaheptapentagesimal              | PHG  |
| 1751 | 12035 | 101X | 6D7 | 1CN | RN  | malunhexasubopt                   | malunhexasuboptimal                 | MXS  |
| 1752 | 12040 | 1020 | 6D8 | 1CO | RO  | tetrahexunoctonon                 | tetrahexunoctononary                | TEHN |
| 1753 | 12041 | 1021 | 6D9 | 1CP | RP  | untetrahexunoctonon               | untetrahexunoctononary              | UTTR |
| 1754 | 12042 | 1022 | 6DA | 1CQ | RQ  | bindozunoctonon                   | bindozunoctononary                  | BZC  |
| 1755 | 12043 | 1023 | 6DB | 1CR | RR  | tribakerpentanon                  | tribakerpentanonary                 | TRIK |
| 1756 | 12044 | 1024 | 6DC | 1CS | RS  | tetrunhexunoctonon                | tetrunhexunoctononary               | TENX |
| 1757 | 12045 | 1025 | 6DD | 1CT | RT  | heptundecapentaquin               | heptundecapentaquinary              | HEQ  |
| 1758 | 12050 | 1026 | 6DE | 1CU | RU  | hexuntetrunoctonon                | hexuntetrunoctononary               | HEXR |
| 1759 | 12051 | 1027 | 6DF | 1CV | RV  | unhexuntetrunoctonon              | unhexuntetrunoctononary             | UNXT |
| 1760 | 12052 | 1028 | 6E0 | 1CW | RW  | icosiocteleven                    | icosioctelevenary                   | ISC  |
| 1761 | 12053 | 1029 | 6E1 | 1CX | RX  | trinbintetrunoctonon              | trinbintetrunoctononary             | TRBN |
| 1762 | 12054 | 102E | 6E2 | 1CY | RY  | binicositetreleven                | binicositetrelevenary               | BSV  |
| 1763 | 12055 | 102X | 6E3 | 1CZ | RZ  | henpentoctosnunhexasept           | henpentoctosnunhexaseptimal         | HCX  |
| 1764 | 12100 | 1030 | 6E4 | 1D0 | Ra  | fetaheptasept                     | fetaheptaseptimal                   | FHP  |
| 1765 | 12101 | 1031 | 6E5 | 1D1 | Rb  | pentuntesserbieleven              | pentuntesserbielevenary             | PSB  |
| 1766 | 12102 | 1032 | 6E6 | 1D2 | Rc  | bintriheptahexasept               | bintriheptahexaseptimal             | BINR |
| 1767 | 12103 | 1033 | 6E7 | 1D3 | Rd  | henpentahexasnatrintrisex         | henpentahexasnatrintriseximal       | HNPS |
| 1768 | 12104 | 1034 | 6E8 | 1D4 | Re  | maloctoker's dozen                | maloctoker's dozenal                | MCK  |
| 1769 | 12105 | 1035 | 6E9 | 1D5 | Rf  | hentetraheptasnunhexages          | hentetraheptasnunhexagesimal        | HNRT |
| 1770 | 12110 | 1036 | 6EA | 1D6 | Rg  | pentahexunbintetrasept            | pentahexunbintetraseptimal          | PBS  |
| 1771 | 12111 | 1037 | 6EB | 1D7 | Rh  | henbilevasnahepteleven            | henbilevasnaheptelevenary           | HEBS |
| 1772 | 12112 | 1038 | 6EC | 1D8 | Ri  | tetrunmalbiker's dozen            | tetrunmalbiker's dozenal            | TMK  |
| 1773 | 12113 | 1039 | 6ED | 1D9 | Rj  | ennunheptatetrasept               | ennunheptatetraseptimal             | EHR  |
| 1774 | 12114 | 103E | 6EE | 1DA | Rk  | binbinmalbiker's dozen            | binbinmalbiker's dozenal            | BMK  |
| 1775 | 12115 | 103X | 6EF | 1DB | Rl  | pentapentunheptages               | pentapentunheptagesimal             | PPG  |
| 1776 | 12120 | 1040 | 6F0 | 1DC | Rm  | henfetasnahexoct                  | henfetasnahexoctal                  | HEFT |
| 1777 | 12121 | 1041 | 6F1 | 1DD | Rn  | unhenfetasnahexoct                | unhenfetasnahexoctal                | UFH  |
